resource_id,resource_name,resource_type,address,city,latitude,longitude,source_agency,source_status
166,Fallback Hospital or Medical Center 166,hospital,820 Example Ave,Glendale,33.796878,-118.749419,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
167,Fallback Hospital or Medical Center 167,hospital,6444 Example Ave,Glendale,34.401137,-118.226811,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
168,Fallback Hospital or Medical Center 168,hospital,5345 Example Ave,Lancaster,34.475498,-118.708258,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
169,Fallback Hospital or Medical Center 169,hospital,9146 Example Ave,Glendale,33.833985,-117.94996,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
170,Fallback Hospital or Medical Center 170,hospital,1981 Example Ave,Santa Monica,33.845548,-117.85518,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
171,Fallback Hospital or Medical Center 171,hospital,5682 Example Ave,Pasadena,33.959286,-117.871461,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
172,Fallback Hospital or Medical Center 172,hospital,5267 Example Ave,Burbank,33.912539,-118.075371,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
173,Fallback Hospital or Medical Center 173,hospital,1313 Example Ave,Long Beach,34.083064,-118.493908,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
174,Fallback Hospital or Medical Center 174,hospital,2685 Example Ave,Whittier,34.069716,-118.077362,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
175,Fallback Hospital or Medical Center 175,hospital,5891 Example Ave,Long Beach,34.282119,-118.282235,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
176,Fallback Hospital or Medical Center 176,hospital,8045 Example Ave,Pasadena,33.774091,-118.139127,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
177,Fallback Hospital or Medical Center 177,hospital,6839 Example Ave,Glendale,34.152072,-118.104748,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
178,Fallback Hospital or Medical Center 178,hospital,4545 Example Ave,Lancaster,34.210702,-118.648373,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
179,Fallback Hospital or Medical Center 179,hospital,5356 Example Ave,Burbank,33.904212,-117.992857,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
180,Fallback Hospital or Medical Center 180,hospital,9948 Example Ave,Los Angeles,34.358284,-118.606074,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
181,Fallback Hospital or Medical Center 181,hospital,4919 Example Ave,Lancaster,34.477042,-118.433159,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
182,Fallback Hospital or Medical Center 182,hospital,4137 Example Ave,Torrance,34.170371,-118.266385,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
183,Fallback Hospital or Medical Center 183,hospital,9902 Example Ave,Glendale,33.820053,-118.662157,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
184,Fallback Hospital or Medical Center 184,hospital,8366 Example Ave,Santa Monica,34.465221,-118.582751,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
185,Fallback Hospital or Medical Center 185,hospital,6749 Example Ave,Long Beach,34.344764,-118.318242,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
186,Fallback Hospital or Medical Center 186,hospital,6177 Example Ave,Glendale,34.404915,-118.661473,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
187,Fallback Hospital or Medical Center 187,hospital,6197 Example Ave,Los Angeles,34.149866,-118.504095,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
188,Fallback Hospital or Medical Center 188,hospital,4781 Example Ave,Glendale,33.716749,-118.359102,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
189,Fallback Hospital or Medical Center 189,hospital,1335 Example Ave,Lancaster,33.770709,-118.08626,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
190,Fallback Hospital or Medical Center 190,hospital,1819 Example Ave,Burbank,34.040172,-118.442184,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
191,Fallback Hospital or Medical Center 191,hospital,6540 Example Ave,Lancaster,34.113346,-118.188593,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
192,Fallback Hospital or Medical Center 192,hospital,877 Example Ave,Whittier,33.986322,-117.926302,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
193,Fallback Hospital or Medical Center 193,hospital,5508 Example Ave,Lancaster,33.730674,-118.560778,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
194,Fallback Hospital or Medical Center 194,hospital,1208 Example Ave,Burbank,34.493427,-118.639202,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
195,Fallback Hospital or Medical Center 195,hospital,1033 Example Ave,Glendale,34.300968,-118.10007,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
196,Fallback Hospital or Medical Center 196,hospital,6909 Example Ave,Glendale,33.994646,-118.007874,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
197,Fallback Hospital or Medical Center 197,hospital,9211 Example Ave,Glendale,33.904647,-118.030262,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
198,Fallback Hospital or Medical Center 198,hospital,5008 Example Ave,Lancaster,33.964462,-117.780241,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
199,Fallback Hospital or Medical Center 199,hospital,1091 Example Ave,Pomona,33.975366,-118.472494,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
200,Fallback Hospital or Medical Center 200,hospital,9512 Example Ave,Glendale,33.86044,-118.542139,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
201,Fallback Hospital or Medical Center 201,hospital,7187 Example Ave,Burbank,33.770931,-118.259576,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
202,Fallback Hospital or Medical Center 202,hospital,6976 Example Ave,Pasadena,33.812839,-117.865831,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
203,Fallback Hospital or Medical Center 203,hospital,7354 Example Ave,Santa Monica,33.822038,-118.706557,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
204,Fallback Hospital or Medical Center 204,hospital,9533 Example Ave,Los Angeles,34.154391,-118.670732,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
205,Fallback Hospital or Medical Center 205,hospital,3785 Example Ave,Los Angeles,34.484764,-117.916268,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
206,Fallback Hospital or Medical Center 206,hospital,4366 Example Ave,Los Angeles,34.319533,-118.48283,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
207,Fallback Hospital or Medical Center 207,hospital,8005 Example Ave,Torrance,33.892898,-118.720763,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
208,Fallback Hospital or Medical Center 208,hospital,533 Example Ave,Long Beach,34.083411,-118.725676,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
209,Fallback Hospital or Medical Center 209,hospital,5183 Example Ave,Long Beach,33.836202,-118.037715,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
210,Fallback Hospital or Medical Center 210,hospital,1746 Example Ave,Long Beach,34.366085,-118.452405,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
211,Fallback Hospital or Medical Center 211,hospital,500 Example Ave,Torrance,34.036819,-118.29347,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
212,Fallback Hospital or Medical Center 212,hospital,9528 Example Ave,Whittier,33.742942,-118.535595,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
213,Fallback Hospital or Medical Center 213,hospital,2008 Example Ave,Long Beach,34.464099,-118.696721,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
214,Fallback Hospital or Medical Center 214,hospital,384 Example Ave,Pomona,33.900147,-118.706298,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
215,Fallback Hospital or Medical Center 215,hospital,8138 Example Ave,Los Angeles,33.762469,-117.819013,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
216,Fallback Hospital or Medical Center 216,hospital,6330 Example Ave,Glendale,34.304821,-118.182824,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
217,Fallback Hospital or Medical Center 217,hospital,2262 Example Ave,Los Angeles,33.713217,-118.570326,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
218,Fallback Hospital or Medical Center 218,hospital,2267 Example Ave,Glendale,34.10227,-118.235071,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
219,Fallback Hospital or Medical Center 219,hospital,2650 Example Ave,Lancaster,34.349936,-118.669892,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
220,Fallback Hospital or Medical Center 220,hospital,2750 Example Ave,Lancaster,34.165708,-118.330827,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
221,Fallback Hospital or Medical Center 221,hospital,7864 Example Ave,Pasadena,33.774895,-118.02738,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
222,Fallback Hospital or Medical Center 222,hospital,9990 Example Ave,Los Angeles,33.856057,-118.442301,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
223,Fallback Hospital or Medical Center 223,hospital,6633 Example Ave,Burbank,34.105738,-118.461048,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
224,Fallback Hospital or Medical Center 224,hospital,4091 Example Ave,Lancaster,33.827236,-118.35618,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
225,Fallback Hospital or Medical Center 225,hospital,6232 Example Ave,Lancaster,34.000926,-118.382851,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
226,Fallback Hospital or Medical Center 226,hospital,6618 Example Ave,Burbank,34.174545,-117.809328,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
227,Fallback Hospital or Medical Center 227,hospital,2062 Example Ave,Burbank,33.743775,-117.97635,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
228,Fallback Hospital or Medical Center 228,hospital,3310 Example Ave,Torrance,33.98706,-118.639461,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
229,Fallback Hospital or Medical Center 229,hospital,5750 Example Ave,Los Angeles,34.337436,-118.018137,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
230,Fallback Hospital or Medical Center 230,hospital,9431 Example Ave,Torrance,34.305468,-118.519429,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
231,Fallback Hospital or Medical Center 231,hospital,5169 Example Ave,Santa Monica,34.509693,-118.552246,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
232,Fallback Hospital or Medical Center 232,hospital,4780 Example Ave,Long Beach,34.390198,-117.818591,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
233,Fallback Hospital or Medical Center 233,hospital,3394 Example Ave,Santa Monica,34.458037,-118.145539,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
234,Fallback Hospital or Medical Center 234,hospital,7899 Example Ave,Long Beach,34.251542,-118.057208,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
235,Fallback Hospital or Medical Center 235,hospital,895 Example Ave,Long Beach,33.917593,-117.954593,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
236,Fallback Hospital or Medical Center 236,hospital,8601 Example Ave,Whittier,34.317525,-118.381859,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
237,Fallback Hospital or Medical Center 237,hospital,1036 Example Ave,Pasadena,34.470797,-118.088157,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
238,Fallback Hospital or Medical Center 238,hospital,1682 Example Ave,Pomona,33.735745,-118.41467,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
239,Fallback Hospital or Medical Center 239,hospital,5469 Example Ave,Pomona,34.46033,-118.451703,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
240,Fallback Hospital or Medical Center 240,hospital,7051 Example Ave,Santa Monica,34.401411,-118.176073,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
241,Fallback Hospital or Medical Center 241,hospital,8542 Example Ave,Burbank,33.966316,-118.718258,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
242,Fallback Hospital or Medical Center 242,hospital,2686 Example Ave,Glendale,34.478294,-118.667448,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
243,Fallback Hospital or Medical Center 243,hospital,8923 Example Ave,Long Beach,33.985711,-118.398364,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
244,Fallback Hospital or Medical Center 244,hospital,4318 Example Ave,Pomona,33.826473,-118.115312,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
245,Fallback Hospital or Medical Center 245,hospital,1285 Example Ave,Long Beach,34.527937,-118.727928,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
246,Fallback Hospital or Medical Center 246,hospital,8300 Example Ave,Los Angeles,34.169392,-118.353102,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
247,Fallback Hospital or Medical Center 247,hospital,7131 Example Ave,Whittier,34.276496,-117.776272,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
248,Fallback Hospital or Medical Center 248,hospital,2030 Example Ave,Pasadena,34.495628,-118.462874,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
249,Fallback Hospital or Medical Center 249,hospital,7964 Example Ave,Pomona,34.516312,-118.457441,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
250,Fallback Hospital or Medical Center 250,hospital,5200 Example Ave,Glendale,34.382759,-118.421925,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
251,Fallback Hospital or Medical Center 251,hospital,4678 Example Ave,Long Beach,33.947023,-118.041194,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
252,Fallback Hospital or Medical Center 252,hospital,1224 Example Ave,Whittier,33.724782,-117.926795,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
253,Fallback Hospital or Medical Center 253,hospital,3518 Example Ave,Whittier,33.902799,-117.769643,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
254,Fallback Hospital or Medical Center 254,hospital,2644 Example Ave,Long Beach,33.719996,-117.959351,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
255,Fallback Hospital or Medical Center 255,hospital,855 Example Ave,Long Beach,34.166169,-118.743061,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
256,Fallback Hospital or Medical Center 256,hospital,4197 Example Ave,Glendale,33.74767,-118.500614,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
257,Fallback Hospital or Medical Center 257,hospital,245 Example Ave,Los Angeles,34.533404,-117.839012,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
258,Fallback Hospital or Medical Center 258,hospital,2085 Example Ave,Torrance,34.262371,-117.900149,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
259,Fallback Hospital or Medical Center 259,hospital,662 Example Ave,Pasadena,34.236945,-117.983867,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
260,Fallback Hospital or Medical Center 260,hospital,7762 Example Ave,Lancaster,34.447219,-117.858242,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
261,Fallback Hospital or Medical Center 261,hospital,6891 Example Ave,Pomona,33.804538,-118.277359,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
262,Fallback Hospital or Medical Center 262,hospital,281 Example Ave,Los Angeles,34.41893,-117.822099,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
263,Fallback Hospital or Medical Center 263,hospital,6006 Example Ave,Glendale,34.477347,-117.868889,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
264,Fallback Hospital or Medical Center 264,hospital,5035 Example Ave,Santa Monica,33.85493,-118.303947,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
265,Fallback Hospital or Medical Center 265,hospital,7458 Example Ave,Long Beach,34.107783,-118.253721,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
266,Fallback Hospital or Medical Center 266,hospital,5833 Example Ave,Lancaster,33.979052,-118.08516,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
267,Fallback Hospital or Medical Center 267,hospital,743 Example Ave,Glendale,33.769333,-118.655694,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
268,Fallback Hospital or Medical Center 268,hospital,8498 Example Ave,Burbank,33.91511,-118.318297,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
269,Fallback Hospital or Medical Center 269,hospital,3287 Example Ave,Lancaster,34.036093,-118.721883,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
270,Fallback Hospital or Medical Center 270,hospital,6723 Example Ave,Glendale,33.781326,-118.315687,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
271,Fallback Hospital or Medical Center 271,hospital,1828 Example Ave,Whittier,34.528299,-117.850331,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
272,Fallback Hospital or Medical Center 272,hospital,288 Example Ave,Torrance,33.832973,-117.812407,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
273,Fallback Hospital or Medical Center 273,hospital,7588 Example Ave,Whittier,34.001061,-118.429821,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
274,Fallback Hospital or Medical Center 274,hospital,9478 Example Ave,Whittier,34.294141,-118.395359,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
275,Fallback Hospital or Medical Center 275,hospital,4447 Example Ave,Long Beach,34.415868,-118.453047,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
276,Fallback Hospital or Medical Center 276,hospital,3471 Example Ave,Los Angeles,34.081835,-118.135824,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
277,Fallback Hospital or Medical Center 277,hospital,7185 Example Ave,Burbank,33.864389,-118.51353,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
278,Fallback Hospital or Medical Center 278,hospital,4408 Example Ave,Long Beach,34.183027,-118.408423,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
279,Fallback Hospital or Medical Center 279,hospital,6486 Example Ave,Glendale,34.089718,-118.333173,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
280,Fallback Hospital or Medical Center 280,hospital,8202 Example Ave,Lancaster,33.711757,-118.09153,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
281,Fallback Hospital or Medical Center 281,hospital,6160 Example Ave,Los Angeles,34.200844,-118.431344,LA County / HIFLD style,simulated_fallback_due_download_missing_or_unavailable
